,gym_id,pokemon_uid,last_scanned,deployment_time,cp_decayed
0,bdb5cf52a8644857844ac5af7e6e1ffc.16,5333099302931896515,2018-02-20 14:55:10,2018-02-20 10:49:08,1429
1,bdb5cf52a8644857844ac5af7e6e1ffc.16,10555465999621796612,2018-02-20 14:55:10,2018-02-20 10:45:28,104
2,355fa2dfe4274ca68cb8a8822aaac1a8.16,5974404535807416040,2018-02-20 15:09:43,2018-02-20 05:03:08,475
3,355fa2dfe4274ca68cb8a8822aaac1a8.16,10673302664621368278,2018-02-20 15:09:43,2018-02-20 01:27:16,179
4,355fa2dfe4274ca68cb8a8822aaac1a8.16,17093777837653182957,2018-02-20 15:09:43,2018-02-20 01:12:25,646
5,355fa2dfe4274ca68cb8a8822aaac1a8.16,8361434137144566807,2018-02-20 15:09:43,2018-02-20 00:50:02,405
6,355fa2dfe4274ca68cb8a8822aaac1a8.16,12861857557047343266,2018-02-20 15:09:43,2018-02-19 23:17:49,442
7,355fa2dfe4274ca68cb8a8822aaac1a8.16,8191973332567232236,2018-02-20 15:09:43,2018-02-19 21:53:36,597
8,2ec6849344d94a348d35933db85fccc9.16,11987085178519027564,2018-02-20 17:18:06,2018-02-20 17:16:54,452
9,2ec6849344d94a348d35933db85fccc9.16,13390179003589529426,2018-02-20 17:18:06,2018-02-20 12:25:02,2190
10,2ec6849344d94a348d35933db85fccc9.16,11247453032637428156,2018-02-20 17:18:06,2018-02-20 11:46:09,1667
11,2ec6849344d94a348d35933db85fccc9.16,6010802764919475529,2018-02-20 17:18:06,2018-02-20 09:50:10,2327
12,fa2de6cfbf9848c3a10469df48636f4d.16,386815008840784425,2018-02-20 17:52:00,2018-02-20 14:54:43,769
13,0286ca0efb62481780795316aa2f0e43.16,16020039733266910032,2018-02-20 17:54:11,2018-02-20 17:53:09,3066
14,cbad102126ca4a88aa7f9aa5bec84cbb.16,13117259083369283816,2018-02-20 18:11:50,2018-02-20 18:06:52,3026
15,cbad102126ca4a88aa7f9aa5bec84cbb.16,6482733175591689284,2018-02-20 18:11:50,2018-02-20 18:04:59,2870
16,33fc9aa44c844314a85d60df2a1194d8.16,5322522399565497918,2018-02-20 18:17:07,2018-02-20 09:03:23,1099
17,e50a42dcb9084addbdcb9a50b2fdad09.16,17832237110090071152,2018-02-20 18:18:43,2018-02-20 15:08:22,1528
18,e50a42dcb9084addbdcb9a50b2fdad09.16,9699142379512631689,2018-02-20 18:18:43,2018-02-20 10:56:31,2531
19,e50a42dcb9084addbdcb9a50b2fdad09.16,257207466650699414,2018-02-20 18:18:43,2018-02-20 10:55:43,3502
20,e50a42dcb9084addbdcb9a50b2fdad09.16,13681782272171725482,2018-02-20 18:18:43,2018-02-19 21:23:44,2794
21,e50a42dcb9084addbdcb9a50b2fdad09.16,6404814912463324756,2018-02-20 18:18:43,2018-02-19 21:23:15,2362
22,255644e5b50a42eca13c77250436029f.16,5667651170776283576,2018-02-20 18:22:39,2018-02-20 18:02:07,2696
23,8c2b38834cab46829b30c374a653eddc.16,10896377123218219318,2018-02-20 18:39:48,2018-02-20 15:54:08,1281
24,8c2b38834cab46829b30c374a653eddc.16,17651519287627564310,2018-02-20 18:39:48,2018-02-20 15:52:22,1768
25,8c2b38834cab46829b30c374a653eddc.16,11217703552430095474,2018-02-20 18:39:48,2018-02-20 15:52:02,1682
26,8c2b38834cab46829b30c374a653eddc.16,11032165850772957807,2018-02-20 18:39:48,2018-02-20 13:09:29,3546
27,8c2b38834cab46829b30c374a653eddc.16,927458319278876890,2018-02-20 18:39:48,2018-02-20 11:23:52,3046
28,8c2b38834cab46829b30c374a653eddc.16,3001613488011351129,2018-02-20 18:39:48,2018-02-20 05:06:40,506
29,0c6793e0753d4a91b4c5b5918d8a743f.11,11786335562370370304,2018-02-20 18:40:16,2018-02-20 16:04:33,704
30,0c6793e0753d4a91b4c5b5918d8a743f.11,3365660963298690155,2018-02-20 18:40:16,2018-02-20 15:51:38,1612
31,0c6793e0753d4a91b4c5b5918d8a743f.11,1320483953666290908,2018-02-20 18:40:16,2018-02-20 15:47:34,1437
32,0c6793e0753d4a91b4c5b5918d8a743f.11,12682618862621345469,2018-02-20 18:40:16,2018-02-20 15:45:24,1450
33,0c6793e0753d4a91b4c5b5918d8a743f.11,4552656791219296176,2018-02-20 18:40:16,2018-02-20 15:13:18,2061
34,0c6793e0753d4a91b4c5b5918d8a743f.11,10899382669542313365,2018-02-20 18:40:16,2018-02-20 14:24:17,2028
35,b0bc2da4492948e9a63b374841c94882.11,12865514723475335437,2018-02-20 18:42:19,2018-02-19 23:56:42,1846
36,b0bc2da4492948e9a63b374841c94882.11,3071858866807713508,2018-02-20 18:42:19,2018-02-19 22:59:11,1475
37,b0bc2da4492948e9a63b374841c94882.11,3766937363761453382,2018-02-20 18:42:19,2018-02-19 22:49:31,1772
38,b0bc2da4492948e9a63b374841c94882.11,14050542026328107019,2018-02-20 18:42:19,2018-02-19 22:12:28,688
39,b0bc2da4492948e9a63b374841c94882.11,6259907333427424969,2018-02-20 18:42:19,2018-02-19 21:59:22,2315
40,b0bc2da4492948e9a63b374841c94882.11,11371610543220769693,2018-02-20 18:42:19,2018-02-19 21:59:01,2320
41,52ac1cf211b24288addcde1a5f60897c.16,14896679777211688735,2018-02-20 18:44:36,2018-02-20 17:38:44,1040
42,52ac1cf211b24288addcde1a5f60897c.16,17825351071344304885,2018-02-20 18:44:36,2018-02-20 16:28:26,154
43,52ac1cf211b24288addcde1a5f60897c.16,3753663929102618846,2018-02-20 18:44:36,2018-02-20 16:24:31,2864
44,52ac1cf211b24288addcde1a5f60897c.16,14880239158572389113,2018-02-20 18:44:36,2018-02-20 16:02:14,2762
45,52ac1cf211b24288addcde1a5f60897c.16,5121326281676418659,2018-02-20 18:44:36,2018-02-20 16:01:41,1753
46,52ac1cf211b24288addcde1a5f60897c.16,4095929062808468180,2018-02-20 18:44:36,2018-02-20 15:08:08,2046
47,940fb99da7db4023bcbe9d98b2ff98cd.16,8983375179618837374,2018-02-20 18:45:09,2018-02-20 18:42:20,285
48,1c440df2f085444caa360d06a63e49a0.16,8413441292204912495,2018-02-20 18:51:24,2018-02-20 11:51:23,387
49,2f60c7bc597643e08041dabecc4a16a2.16,5903286715366396304,2018-02-20 18:52:31,2018-02-20 18:11:40,80
50,2f60c7bc597643e08041dabecc4a16a2.16,4548934365248791140,2018-02-20 18:52:31,2018-02-20 18:01:34,3120
51,2f60c7bc597643e08041dabecc4a16a2.16,15695965788234183504,2018-02-20 18:52:31,2018-02-20 17:47:38,1287
52,2f60c7bc597643e08041dabecc4a16a2.16,8307068021281303290,2018-02-20 18:52:31,2018-02-20 16:42:04,1706
53,2f60c7bc597643e08041dabecc4a16a2.16,13624785169457492959,2018-02-20 18:52:31,2018-02-20 16:40:44,2802
54,2f60c7bc597643e08041dabecc4a16a2.16,10164107892920587770,2018-02-20 18:52:31,2018-02-20 16:40:37,2719
55,60e877cc2e2147b4be49f6e12478df3c.16,6075751745452809860,2018-02-20 18:55:40,2018-02-20 18:55:12,1702
56,a95b698c72ec494e86b2cb8ebdcbf0c5.16,647194372935936240,2018-02-20 19:03:07,2018-02-20 17:38:32,2080
57,40ac99e1bc6a420dbaf6722b2608dba5.16,13739103278204922556,2018-02-20 19:08:43,2018-02-20 15:37:26,1212
